rcdc_cso,rcdc,cso,pubs,agency
PNEUMONIA & INFLUENZA * 5. Treatment,PNEUMONIA & INFLUENZA,5,9.036507936507936,National Health and Medical Research Council
"HEART DISEASE - CORONARY HEART DISEASE * 6. Cancer Control, Survivorship",HEART DISEASE - CORONARY HEART DISEASE,6,15.35396825396825,National Health and Medical Research Council
EYE DISEASE AND DISORDERS OF VISION * 2. Etiology,EYE DISEASE AND DISORDERS OF VISION,2,9.605357142857141,National Health and Medical Research Council
HYPERTENSION * 1. Biology,HYPERTENSION,1,6.183333333333335,National Health and Medical Research Council
OBESITY * 5. Treatment,OBESITY,5,4.499999999999999,National Health and Medical Research Council
DEMENTIA * 1. Biology,DEMENTIA,1,8.424711399711393,National Health and Medical Research Council
"CHILDHOOD LEUKEMIA * 6. Cancer Control, Survivorship",CHILDHOOD LEUKEMIA,6,0.9123015873015874,National Health and Medical Research Council
"COST EFFECTIVENESS RESEARCH * 4. Early Detection, Diagnosis",COST EFFECTIVENESS RESEARCH,4,5.113095238095238,National Health and Medical Research Council
PNEUMONIA & INFLUENZA * 3. Prevention,PNEUMONIA & INFLUENZA,3,8.276984126984132,National Health and Medical Research Council
INFLUENZA * 3. Prevention,INFLUENZA,3,7.503174603174605,National Health and Medical Research Council
REGENERATIVE MEDICINE * 2. Etiology,REGENERATIVE MEDICINE,2,6.961832611832608,National Health and Medical Research Council
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 1. Biology,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),1,7.204076479076476,National Health and Medical Research Council
MENTAL HEALTH * 3. Prevention,MENTAL HEALTH,3,24.26305222555221,National Health and Medical Research Council
CONGENITAL STRUCTURAL ANOMALIES * 1. Biology,CONGENITAL STRUCTURAL ANOMALIES,1,14.947420634920633,National Health and Medical Research Council
ARTHRITIS * 1. Biology,ARTHRITIS,1,16.375,National Health and Medical Research Council
ACQUIRED COGNITIVE IMPAIRMENT * 5. Treatment,ACQUIRED COGNITIVE IMPAIRMENT,5,1.8761904761904764,National Health and Medical Research Council
HEMATOLOGY * 3. Prevention,HEMATOLOGY,3,4.342857142857143,National Health and Medical Research Council
PROSTATE CANCER * 3. Prevention,PROSTATE CANCER,3,4.316666666666668,National Health and Medical Research Council
HEPATITIS * 1. Biology,HEPATITIS,1,2.088888888888889,National Health and Medical Research Council
"OBESITY * 4. Early Detection, Diagnosis",OBESITY,4,0.7,National Health and Medical Research Council
HEPATITIS - C * 5. Treatment,HEPATITIS - C,5,4.748725348725347,National Health and Medical Research Council
"HEPATITIS * 6. Cancer Control, Survivorship",HEPATITIS,6,9.892279942279938,National Health and Medical Research Council
MUSCULAR DYSTROPHY * 1. Biology,MUSCULAR DYSTROPHY,1,4.609920634920634,National Health and Medical Research Council
ORGAN TRANSPLANTATION * 1. Biology,ORGAN TRANSPLANTATION,1,6.360714285714287,National Health and Medical Research Council
VECTOR-BORNE DISEASES * 5. Treatment,VECTOR-BORNE DISEASES,5,29.977994227994227,National Health and Medical Research Council
"ENDOMETRIOSIS * 6. Cancer Control, Survivorship",ENDOMETRIOSIS,6,1.6666666666666663,National Health and Medical Research Council
STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN * 5. Treatment,STEM CELL RESEARCH - UMBILICAL CORD BLOOD/ PLACENTA - HUMAN,5,1.865415140415141,National Health and Medical Research Council
RURAL HEALTH * 2. Etiology,RURAL HEALTH,2,3.8222222222222224,National Health and Medical Research Council
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 3. Prevention",ALCOHOLISM ALCOHOL USE AND HEALTH,3,26.27222222222223,National Health and Medical Research Council
HIV/AIDS * 3. Prevention,HIV/AIDS,3,12.967863155363151,National Health and Medical Research Council
"CROHN'S DISEASE * 4. Early Detection, Diagnosis",CROHN'S DISEASE,4,1.1666666666666667,National Health and Medical Research Council
STEM CELL RESEARCH - EMBRYONIC - HUMAN * 1. Biology,STEM CELL RESEARCH - EMBRYONIC - HUMAN,1,17.226984126984114,National Health and Medical Research Council
"PERINATAL - BIRTH - PRETERM (LBW) * 6. Cancer Control, Survivorship",PERINATAL - BIRTH - PRETERM (LBW),6,7.672691197691197,National Health and Medical Research Council
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 2. Etiology,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),2,5.381295093795092,National Health and Medical Research Council
"CLIMATE-RELATED EXPOSURES AND CONDITIONS * 6. Cancer Control, Survivorship",CLIMATE-RELATED EXPOSURES AND CONDITIONS,6,4.926388888888889,National Health and Medical Research Council
"DEMENTIA * 6. Cancer Control, Survivorship",DEMENTIA,6,13.023412698412692,National Health and Medical Research Council
DENTAL/ORAL AND CRANIOFACIAL DISEASE * 3. Prevention,DENTAL/ORAL AND CRANIOFACIAL DISEASE,3,1.3352513227513223,National Health and Medical Research Council
ALZHEIMER'S DISEASE * 1. Biology,ALZHEIMER'S DISEASE,1,6.715187590187588,National Health and Medical Research Council
PARKINSON'S DISEASE * 1. Biology,PARKINSON'S DISEASE,1,2.0207070707070707,National Health and Medical Research Council
NANOTECHNOLOGY * 1. Biology,NANOTECHNOLOGY,1,3.6166666666666663,National Health and Medical Research Council
TOBACCO * 1. Biology,TOBACCO,1,3.404166666666668,National Health and Medical Research Council
SMOKING AND HEALTH * 1. Biology,SMOKING AND HEALTH,1,3.404166666666668,National Health and Medical Research Council
"ACUTE RESPIRATORY DISTRESS SYNDROME * 6. Cancer Control, Survivorship",ACUTE RESPIRATORY DISTRESS SYNDROME,6,0.26785714285714285,National Health and Medical Research Council
GENETIC TESTING * 5. Treatment,GENETIC TESTING,5,3.916666666666666,National Health and Medical Research Council
MENTAL HEALTH * 5. Treatment,MENTAL HEALTH,5,6.066666666666667,National Health and Medical Research Council
FOODBORNE ILLNESS * 2. Etiology,FOODBORNE ILLNESS,2,15.133531746031736,National Health and Medical Research Council
"PAIN RESEARCH * 4. Early Detection, Diagnosis",PAIN RESEARCH,4,3.8928571428571432,National Health and Medical Research Council
"HUMAN GENOME * 6. Cancer Control, Survivorship",HUMAN GENOME,6,9.525,National Health and Medical Research Council
HEALTH EFFECTS OF INDOOR AIR POLLUTION * 2. Etiology,HEALTH EFFECTS OF INDOOR AIR POLLUTION,2,2.441666666666667,National Health and Medical Research Council
"EYE DISEASE AND DISORDERS OF VISION * 6. Cancer Control, Survivorship",EYE DISEASE AND DISORDERS OF VISION,6,8.222222222222221,National Health and Medical Research Council
NEUROSCIENCES * 3. Prevention,NEUROSCIENCES,3,9.135905760905755,National Health and Medical Research Council
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 5. Treatment,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),5,1.8761904761904764,National Health and Medical Research Council
ALZHEIMER'S DISEASE * 5. Treatment,ALZHEIMER'S DISEASE,5,1.7928571428571431,National Health and Medical Research Council
DEMENTIA * 5. Treatment,DEMENTIA,5,1.8761904761904764,National Health and Medical Research Council
"PNEUMONIA * 6. Cancer Control, Survivorship",PNEUMONIA,6,4.647222222222223,National Health and Medical Research Council
PAIN CONDITIONS - CHRONIC * 1. Biology,PAIN CONDITIONS - CHRONIC,1,3.941666666666667,National Health and Medical Research Council
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 1. Biology,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,1,11.220238095238097,National Health and Medical Research Council
RHEUMATOID ARTHRITIS * 5. Treatment,RHEUMATOID ARTHRITIS,5,1.2,National Health and Medical Research Council
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 5. Treatment,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,5,1.963095238095238,National Health and Medical Research Council
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 6. Cancer Control, Survivorship",INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),6,4.941468253968254,National Health and Medical Research Council
ATAXIA TELANGIECTASIA * 1. Biology,ATAXIA TELANGIECTASIA,1,9.15340909090909,National Health and Medical Research Council
CYSTIC FIBROSIS * 5. Treatment,CYSTIC FIBROSIS,5,1.0166666666666666,National Health and Medical Research Council
ARTHRITIS * 2. Etiology,ARTHRITIS,2,12.312698412698404,National Health and Medical Research Council
"PAIN CONDITIONS - CHRONIC * 4. Early Detection, Diagnosis",PAIN CONDITIONS - CHRONIC,4,1.5595238095238098,National Health and Medical Research Council
CHRONIC LIVER DISEASE AND CIRRHOSIS * 3. Prevention,CHRONIC LIVER DISEASE AND CIRRHOSIS,3,5.344955507455506,National Health and Medical Research Council
UNDERAGE DRINKING * 2. Etiology,UNDERAGE DRINKING,2,0.5928571428571427,National Health and Medical Research Council
ATHEROSCLEROSIS * 2. Etiology,ATHEROSCLEROSIS,2,5.166666666666667,National Health and Medical Research Council
STROKE * 2. Etiology,STROKE,2,2.1333333333333333,National Health and Medical Research Council
SUBSTANCE ABUSE * 1. Biology,SUBSTANCE ABUSE,1,4.899404761904762,National Health and Medical Research Council
VECTOR-BORNE DISEASES * 1. Biology,VECTOR-BORNE DISEASES,1,20.610912698412694,National Health and Medical Research Council
SLEEP RESEARCH * 2. Etiology,SLEEP RESEARCH,2,11.442857142857143,National Health and Medical Research Council
OSTEOPOROSIS * 1. Biology,OSTEOPOROSIS,1,24.56666666666667,National Health and Medical Research Council
"SLEEP RESEARCH * 6. Cancer Control, Survivorship",SLEEP RESEARCH,6,24.027777777777768,National Health and Medical Research Council
MIND AND BODY * 3. Prevention,MIND AND BODY,3,17.24702380952381,National Health and Medical Research Council
CERVICAL CANCER * 1. Biology,CERVICAL CANCER,1,2.8222222222222215,National Health and Medical Research Council
"VECTOR-BORNE DISEASES * 6. Cancer Control, Survivorship",VECTOR-BORNE DISEASES,6,1.1833333333333331,National Health and Medical Research Council
CONGENITAL STRUCTURAL ANOMALIES * 2. Etiology,CONGENITAL STRUCTURAL ANOMALIES,2,4.554563492063493,National Health and Medical Research Council
NEUROBLASTOMA * 2. Etiology,NEUROBLASTOMA,2,0.42857142857142855,National Health and Medical Research Council
DRUG ABUSE (NIDA ONLY) * 3. Prevention,DRUG ABUSE (NIDA ONLY),3,35.31567460317459,National Health and Medical Research Council
UTERINE CANCER * 1. Biology,UTERINE CANCER,1,18.367261904761893,National Health and Medical Research Council
SUBSTANCE ABUSE * 5. Treatment,SUBSTANCE ABUSE,5,4.326226551226552,National Health and Medical Research Council
ACQUIRED COGNITIVE IMPAIRMENT * 2. Etiology,ACQUIRED COGNITIVE IMPAIRMENT,2,4.883874458874458,National Health and Medical Research Council
DEMENTIA * 2. Etiology,DEMENTIA,2,4.675541125541125,National Health and Medical Research Council
INFLUENZA * 5. Treatment,INFLUENZA,5,5.168849206349205,National Health and Medical Research Council
HYPERTENSION * 3. Prevention,HYPERTENSION,3,1.225,National Health and Medical Research Council
DEPRESSION * 3. Prevention,DEPRESSION,3,12.385671273171274,National Health and Medical Research Council
"SUBSTANCE ABUSE * 4. Early Detection, Diagnosis",SUBSTANCE ABUSE,4,2.1944444444444446,National Health and Medical Research Council
TUBERCULOSIS * 5. Treatment,TUBERCULOSIS,5,2.5849206349206346,National Health and Medical Research Council
HEPATITIS * 3. Prevention,HEPATITIS,3,3.0011423761423743,National Health and Medical Research Council
"ALCOHOLISM, ALCOHOL USE AND HEALTH * 6. Cancer Control, Survivorship",ALCOHOLISM ALCOHOL USE AND HEALTH,6,10.604563492063491,National Health and Medical Research Council
LUPUS * 5. Treatment,LUPUS,5,4.866666666666666,National Health and Medical Research Council
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL * 1. Biology,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL,1,5.846230158730157,National Health and Medical Research Council
"HEART DISEASE - CORONARY HEART DISEASE * 4. Early Detection, Diagnosis",HEART DISEASE - CORONARY HEART DISEASE,4,3.0305555555555563,National Health and Medical Research Council
AUTOIMMUNE DISEASE * 3. Prevention,AUTOIMMUNE DISEASE,3,3.0519841269841272,National Health and Medical Research Council
OSTEOPOROSIS * 2. Etiology,OSTEOPOROSIS,2,8.941666666666666,National Health and Medical Research Council
"ATHEROSCLEROSIS * 6. Cancer Control, Survivorship",ATHEROSCLEROSIS,6,4.837301587301588,National Health and Medical Research Council
"CROHN'S DISEASE * 6. Cancer Control, Survivorship",CROHN'S DISEASE,6,0.9166666666666664,National Health and Medical Research Council
"ANXIETY DISORDERS * 6. Cancer Control, Survivorship",ANXIETY DISORDERS,6,5.196861471861473,National Health and Medical Research Council
PARKINSON'S DISEASE * 2. Etiology,PARKINSON'S DISEASE,2,1.5535714285714286,National Health and Medical Research Council
HEART DISEASE - CORONARY HEART DISEASE * 5. Treatment,HEART DISEASE - CORONARY HEART DISEASE,5,2.201190476190476,National Health and Medical Research Council
"MULTIPLE SCLEROSIS * 4. Early Detection, Diagnosis",MULTIPLE SCLEROSIS,4,1.4785714285714284,National Health and Medical Research Council
DRUG ABUSE (NIDA ONLY) * 2. Etiology,DRUG ABUSE (NIDA ONLY),2,8.406890331890331,National Health and Medical Research Council
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 6. Cancer Control, Survivorship",CHRONIC OBSTRUCTIVE PULMONARY DISEASE,6,17.349999999999998,National Health and Medical Research Council
"PHYSICAL REHABILITATION * 6. Cancer Control, Survivorship",PHYSICAL REHABILITATION,6,12.36904761904762,National Health and Medical Research Council
"INFERTILITY * 4. Early Detection, Diagnosis",INFERTILITY,4,,National Health and Medical Research Council
"OSTEOPOROSIS * 4. Early Detection, Diagnosis",OSTEOPOROSIS,4,0.3333333333333333,National Health and Medical Research Council
"PSORIASIS * 6. Cancer Control, Survivorship",PSORIASIS,6,,National Health and Medical Research Council
NANOTECHNOLOGY * 2. Etiology,NANOTECHNOLOGY,2,,National Health and Medical Research Council
CONDITIONS AFFECTING THE EMBRYONIC AND FETAL PERIODS * 2. Etiology,CONDITIONS AFFECTING THE EMBRYONIC AND FETAL PERIODS,2,3.4745129870129867,National Health and Medical Research Council
STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN * 5. Treatment,STEM CELL RESEARCH - EMBRYONIC - NON-HUMAN,5,0.7357142857142858,National Health and Medical Research Council
"BIODEFENSE * 6. Cancer Control, Survivorship",BIODEFENSE,6,4.4948412698412685,National Health and Medical Research Council
INFERTILITY * 2. Etiology,INFERTILITY,2,6.077380952380954,National Health and Medical Research Council
"STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN * 4. Early Detection, Diagnosis",STEM CELL RESEARCH - NONEMBRYONIC - NON-HUMAN,4,2.0273809523809523,National Health and Medical Research Council
HUNTINGTON'S DISEASE * 1. Biology,HUNTINGTON'S DISEASE,1,0.825,National Health and Medical Research Council
"ACQUIRED COGNITIVE IMPAIRMENT * 4. Early Detection, Diagnosis",ACQUIRED COGNITIVE IMPAIRMENT,4,15.521500721500711,National Health and Medical Research Council
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 4. Early Detection, Diagnosis",ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),4,14.181421356421346,National Health and Medical Research Council
FOODBORNE ILLNESS * 1. Biology,FOODBORNE ILLNESS,1,7.5000000000000036,National Health and Medical Research Council
HEART DISEASE - CORONARY HEART DISEASE * 1. Biology,HEART DISEASE - CORONARY HEART DISEASE,1,4.116666666666667,National Health and Medical Research Council
TUBERCULOSIS * 1. Biology,TUBERCULOSIS,1,5.302380952380952,National Health and Medical Research Council
"PEDIATRIC AIDS * 6. Cancer Control, Survivorship",PEDIATRIC AIDS,6,1.6595238095238094,National Health and Medical Research Council
PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD * 1. Biology,PERINATAL PERIOD - CONDITIONS ORIGINATING IN PERINATAL PERIOD,1,8.036507936507936,National Health and Medical Research Council
DRUG ABUSE (NIDA ONLY) * 5. Treatment,DRUG ABUSE (NIDA ONLY),5,1.5742424242424242,National Health and Medical Research Council
"DRUG ABUSE (NIDA ONLY) * 6. Cancer Control, Survivorship",DRUG ABUSE (NIDA ONLY),6,11.179978354978351,National Health and Medical Research Council
TUBEROUS SCLEROSIS * 1. Biology,TUBEROUS SCLEROSIS,1,0.625,National Health and Medical Research Council
ORGAN TRANSPLANTATION * 2. Etiology,ORGAN TRANSPLANTATION,2,7.933531746031746,National Health and Medical Research Council
PANCREATIC CANCER * 3. Prevention,PANCREATIC CANCER,3,2.567857142857143,National Health and Medical Research Council
ASTHMA * 5. Treatment,ASTHMA,5,12.925,National Health and Medical Research Council
BIODEFENSE * 3. Prevention,BIODEFENSE,3,9.550811688311684,National Health and Medical Research Council
"MENTAL HEALTH * 4. Early Detection, Diagnosis",MENTAL HEALTH,4,7.910515873015875,National Health and Medical Research Council
HYPERTENSION * 2. Etiology,HYPERTENSION,2,6.675,National Health and Medical Research Council
"HOMELESSNESS * 6. Cancer Control, Survivorship",HOMELESSNESS,6,,National Health and Medical Research Council
"STROKE * 4. Early Detection, Diagnosis",STROKE,4,2.4242424242424243,National Health and Medical Research Council
FOODBORNE ILLNESS * 5. Treatment,FOODBORNE ILLNESS,5,4.51111111111111,National Health and Medical Research Council
"INJURY - TRAUMA - (HEAD AND SPINE) * 6. Cancer Control, Survivorship",INJURY - TRAUMA - (HEAD AND SPINE),6,14.736219336219321,National Health and Medical Research Council
"MALARIA * 6. Cancer Control, Survivorship",MALARIA,6,,National Health and Medical Research Council
"GENE THERAPY * 4. Early Detection, Diagnosis",GENE THERAPY,4,0.16666666666666666,National Health and Medical Research Council
FOODBORNE ILLNESS * 3. Prevention,FOODBORNE ILLNESS,3,4.1470238095238106,National Health and Medical Research Council
ENDOMETRIOSIS * 2. Etiology,ENDOMETRIOSIS,2,11.20833333333333,National Health and Medical Research Council
"DRUG ABUSE (NIDA ONLY) * 4. Early Detection, Diagnosis",DRUG ABUSE (NIDA ONLY),4,0.3333333333333333,National Health and Medical Research Council
HEART DISEASE - CORONARY HEART DISEASE * 2. Etiology,HEART DISEASE - CORONARY HEART DISEASE,2,2.142857142857143,National Health and Medical Research Council
KIDNEY DISEASE * 3. Prevention,KIDNEY DISEASE,3,2.4125,National Health and Medical Research Council
"HEPATITIS - C * 6. Cancer Control, Survivorship",HEPATITIS - C,6,1.6119227994227996,National Health and Medical Research Council
GENE THERAPY * 1. Biology,GENE THERAPY,1,3.4400793650793653,National Health and Medical Research Council
"SMOKING AND HEALTH * 4. Early Detection, Diagnosis",SMOKING AND HEALTH,4,1.2,National Health and Medical Research Council
"TOBACCO * 4. Early Detection, Diagnosis",TOBACCO,4,1.2,National Health and Medical Research Council
"ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 6. Cancer Control, Survivorship",ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),6,8.210317460317455,National Health and Medical Research Council
HEPATITIS - B * 5. Treatment,HEPATITIS - B,5,1.5015873015873014,National Health and Medical Research Council
PSORIASIS * 1. Biology,PSORIASIS,1,2.6666666666666665,National Health and Medical Research Council
"POST-TRAUMATIC STRESS DISORDER (PTSD) * 6. Cancer Control, Survivorship",POST-TRAUMATIC STRESS DISORDER (PTSD),6,2.0210678210678212,National Health and Medical Research Council
"DEMENTIA * 4. Early Detection, Diagnosis",DEMENTIA,4,15.178643578643566,National Health and Medical Research Council
"ALZHEIMER'S DISEASE * 4. Early Detection, Diagnosis",ALZHEIMER'S DISEASE,4,13.77106782106781,National Health and Medical Research Council
MALARIA * 1. Biology,MALARIA,1,9.642857142857142,National Health and Medical Research Council
"PARKINSON'S DISEASE * 6. Cancer Control, Survivorship",PARKINSON'S DISEASE,6,2.1266233766233764,National Health and Medical Research Council
SEPTICEMIA * 5. Treatment,SEPTICEMIA,5,2.9797619047619053,National Health and Medical Research Council
"PARKINSON'S DISEASE * 4. Early Detection, Diagnosis",PARKINSON'S DISEASE,4,1.3444444444444446,National Health and Medical Research Council
NEUROFIBROMATOSIS * 2. Etiology,NEUROFIBROMATOSIS,2,0.14285714285714285,National Health and Medical Research Council
"ANTIMICROBIAL RESISTANCE * 6. Cancer Control, Survivorship",ANTIMICROBIAL RESISTANCE,6,6.292857142857143,National Health and Medical Research Council
STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN * 1. Biology,STEM CELL RESEARCH - INDUCED PLURIPOTENT STEM CELL - HUMAN,1,3.732738095238096,National Health and Medical Research Council
MALARIA * 2. Etiology,MALARIA,2,1.2065476190476192,National Health and Medical Research Council
POLYCYSTIC KIDNEY DISEASE * 1. Biology,POLYCYSTIC KIDNEY DISEASE,1,1.1833333333333331,National Health and Medical Research Council
CYSTIC FIBROSIS * 2. Etiology,CYSTIC FIBROSIS,2,2.776190476190477,National Health and Medical Research Council
ADOLESCENT SEXUAL ACTIVITY * 3. Prevention,ADOLESCENT SEXUAL ACTIVITY,3,10.533405483405485,National Health and Medical Research Council
HEPATITIS - B * 1. Biology,HEPATITIS - B,1,0.2936507936507936,National Health and Medical Research Council
"HEPATITIS - C * 4. Early Detection, Diagnosis",HEPATITIS - C,4,1.0833333333333333,National Health and Medical Research Council
SEPTICEMIA * 1. Biology,SEPTICEMIA,1,3.825,National Health and Medical Research Council
PEDIATRIC RESEARCH INITIATIVE * 3. Prevention,PEDIATRIC RESEARCH INITIATIVE,3,18.516468253968252,National Health and Medical Research Council
REHABILITATION * 3. Prevention,REHABILITATION,3,8.495833333333332,National Health and Medical Research Council
ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD) * 2. Etiology,ALZHEIMER'S DISEASE INCLUDING ALZHEIMER'S DISEASE RELATED DEMENTIAS (AD/ADRD),2,3.4219696969696973,National Health and Medical Research Council
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 1. Biology,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,1,4.558333333333334,National Health and Medical Research Council
OSTEOPOROSIS * 5. Treatment,OSTEOPOROSIS,5,7.952380952380952,National Health and Medical Research Council
"SCLERODERMA * 6. Cancer Control, Survivorship",SCLERODERMA,6,0.08333333333333333,National Health and Medical Research Council
"DIGESTIVE DISEASES - (GALLBLADDER) * 6. Cancer Control, Survivorship",DIGESTIVE DISEASES - (GALLBLADDER),6,0.25,National Health and Medical Research Council
INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS * 2. Etiology,INJURY (TOTAL) ACCIDENTS/ADVERSE EFFECTS,2,4.036111111111111,National Health and Medical Research Council
"NEUROFIBROMATOSIS * 4. Early Detection, Diagnosis",NEUROFIBROMATOSIS,4,,National Health and Medical Research Council
HEART DISEASE - CORONARY HEART DISEASE * 3. Prevention,HEART DISEASE - CORONARY HEART DISEASE,3,1.125,National Health and Medical Research Council
"REGENERATIVE MEDICINE * 4. Early Detection, Diagnosis",REGENERATIVE MEDICINE,4,1.5317460317460316,National Health and Medical Research Council
ALZHEIMER'S DISEASE * 2. Etiology,ALZHEIMER'S DISEASE,2,2.96439393939394,National Health and Medical Research Council
"HYPERTENSION * 6. Cancer Control, Survivorship",HYPERTENSION,6,5.017857142857143,National Health and Medical Research Council
DOWN SYNDROME * 1. Biology,DOWN SYNDROME,1,1.3560245310245311,National Health and Medical Research Council
PNEUMONIA * 2. Etiology,PNEUMONIA,2,7.4265873015873,National Health and Medical Research Council
MULTIPLE SCLEROSIS * 5. Treatment,MULTIPLE SCLEROSIS,5,2.9400793650793653,National Health and Medical Research Council
"CYSTIC FIBROSIS * 6. Cancer Control, Survivorship",CYSTIC FIBROSIS,6,6.2369047619047615,National Health and Medical Research Council
"ATHEROSCLEROSIS * 4. Early Detection, Diagnosis",ATHEROSCLEROSIS,4,0.925,National Health and Medical Research Council
ASSISTIVE TECHNOLOGY * 5. Treatment,ASSISTIVE TECHNOLOGY,5,1.1666666666666663,National Health and Medical Research Council
GENE THERAPY * 2. Etiology,GENE THERAPY,2,0.5547619047619048,National Health and Medical Research Council
"TUBERCULOSIS * 6. Cancer Control, Survivorship",TUBERCULOSIS,6,0.6583333333333333,National Health and Medical Research Council
"HPV AND/OR CERVICAL CANCER VACCINES * 4. Early Detection, Diagnosis",HPV AND/OR CERVICAL CANCER VACCINES,4,5.409523809523812,National Health and Medical Research Council
"DOWN SYNDROME * 6. Cancer Control, Survivorship",DOWN SYNDROME,6,0.1111111111111111,National Health and Medical Research Council
HEPATITIS - C * 3. Prevention,HEPATITIS - C,3,0.9804713804713806,National Health and Medical Research Council
PARKINSON'S DISEASE * 5. Treatment,PARKINSON'S DISEASE,5,0.975,National Health and Medical Research Council
MALARIA * 5. Treatment,MALARIA,5,12.835930735930724,National Health and Medical Research Council
ALS * 1. Biology,ALS,1,2.6674603174603173,National Health and Medical Research Council
SICKLE CELL DISEASE * 5. Treatment,SICKLE CELL DISEASE,5,0.4361111111111111,National Health and Medical Research Council
PNEUMONIA & INFLUENZA * 1. Biology,PNEUMONIA & INFLUENZA,1,4.672817460317462,National Health and Medical Research Council
INFLUENZA * 1. Biology,INFLUENZA,1,2.049007936507937,National Health and Medical Research Council
"ALZHEIMER'S DISEASE * 6. Cancer Control, Survivorship",ALZHEIMER'S DISEASE,6,7.5765512265512225,National Health and Medical Research Council
"INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 4. Early Detection, Diagnosis",INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),4,0.7482142857142857,National Health and Medical Research Council
STEM CELL RESEARCH * 3. Prevention,STEM CELL RESEARCH,3,1.9666666666666663,National Health and Medical Research Council
"HEPATITIS - B * 6. Cancer Control, Survivorship",HEPATITIS - B,6,2.4422619047619047,National Health and Medical Research Council
DRUG ABUSE (NIDA ONLY) * 1. Biology,DRUG ABUSE (NIDA ONLY),1,1.7148809523809525,National Health and Medical Research Council
INFANT MORTALITY/ (LBW) * 1. Biology,INFANT MORTALITY/ (LBW),1,4.228174603174604,National Health and Medical Research Council
"SEPTICEMIA * 4. Early Detection, Diagnosis",SEPTICEMIA,4,0.4,National Health and Medical Research Council
"SICKLE CELL DISEASE * 6. Cancer Control, Survivorship",SICKLE CELL DISEASE,6,0.1111111111111111,National Health and Medical Research Council
"SPINAL CORD INJURY * 6. Cancer Control, Survivorship",SPINAL CORD INJURY,6,1.9853174603174604,National Health and Medical Research Council
INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD) * 5. Treatment,INTELLECTUAL AND DEVELOPMENTAL DISABILITIES (IDD),5,0.2769230769230769,National Health and Medical Research Council
"EMPHYSEMA * 6. Cancer Control, Survivorship",EMPHYSEMA,6,,National Health and Medical Research Council
CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 2. Etiology,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,2,13.437301587301585,National Health and Medical Research Council
INFERTILITY * 5. Treatment,INFERTILITY,5,,National Health and Medical Research Council
"CHRONIC OBSTRUCTIVE PULMONARY DISEASE * 4. Early Detection, Diagnosis",CHRONIC OBSTRUCTIVE PULMONARY DISEASE,4,1.3333333333333333,National Health and Medical Research Council
"PNEUMONIA * 4. Early Detection, Diagnosis",PNEUMONIA,4,0.25,National Health and Medical Research Council
ALLERGIC RHINITIS (HAY FEVER) * 5. Treatment,ALLERGIC RHINITIS (HAY FEVER),5,,National Health and Medical Research Council
