funder_name,grnt_rcdc,pub_rcdc,nb_grnts,nb_obs,nb_pubs
National Health and Medical Research Council,Vaccine Related,Prostate Cancer,4,6,5
National Health and Medical Research Council,Vaccine Related,Rare Diseases,21,64,54
National Health and Medical Research Council,Vaccine Related,Regenerative Medicine,3,4,4
National Health and Medical Research Council,Vaccine Related,Rehabilitation,1,1,1
National Health and Medical Research Council,Vaccine Related,Rural Health,1,1,1
National Health and Medical Research Council,Vaccine Related,Septicemia,2,6,6
National Health and Medical Research Council,Vaccine Related,Sexual and Gender Minorities (SGM/LGBT*),2,2,2
National Health and Medical Research Council,Vaccine Related,Sexually Transmitted Diseases/Herpes,4,36,33
National Health and Medical Research Council,Vaccine Related,Sleep Research,1,1,1
National Health and Medical Research Council,Vaccine Related,Smoking and Health,1,6,6
National Health and Medical Research Council,Vaccine Related,Spinal Cord Injury,1,1,1
National Health and Medical Research Council,Vaccine Related,Stem Cell Research,6,12,11
National Health and Medical Research Council,Vaccine Related,Stem Cell Research - Embryonic - Non-Human,2,2,2
National Health and Medical Research Council,Vaccine Related,Stem Cell Research - Nonembryonic - Non-Human,3,4,4
National Health and Medical Research Council,Vaccine Related,Stroke,1,1,1
National Health and Medical Research Council,Vaccine Related,Substance Abuse,1,1,1
National Health and Medical Research Council,Vaccine Related,Teenage Pregnancy,2,2,1
National Health and Medical Research Council,Vaccine Related,Tobacco,1,1,1
National Health and Medical Research Council,Vaccine Related,Transplantation,6,18,15
National Health and Medical Research Council,Vaccine Related,Tuberculosis,3,4,3
National Health and Medical Research Council,Vaccine Related,Urologic Diseases,5,8,6
National Health and Medical Research Council,Vaccine Related,Uterine Cancer,1,1,1
National Health and Medical Research Council,Vaccine Related,Vaccine Related,40,1193,883
National Health and Medical Research Council,Vaccine Related,Vector-Borne Diseases,2,3,3
National Health and Medical Research Council,Vaccine Related,West Nile Virus,1,3,2
National Health and Medical Research Council,Vector-Borne Diseases,,3,57,56
National Health and Medical Research Council,Vector-Borne Diseases,Alzheimer's Disease,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Arthritis,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Asthma,1,3,3
National Health and Medical Research Council,Vector-Borne Diseases,Autoimmune Disease,1,10,10
National Health and Medical Research Council,Vector-Borne Diseases,Biodefense,1,19,19
National Health and Medical Research Council,Vector-Borne Diseases,Biotechnology,2,14,14
National Health and Medical Research Council,Vector-Borne Diseases,Brain Disorders,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Cancer,1,10,10
National Health and Medical Research Council,Vector-Borne Diseases,Cardiovascular,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Chronic Liver Disease and Cirrhosis,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Clinical Research,1,3,3
National Health and Medical Research Council,Vector-Borne Diseases,Colo-Rectal Cancer,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Dental/Oral and Craniofacial Disease,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Diabetes,1,3,3
National Health and Medical Research Council,Vector-Borne Diseases,Digestive Diseases,2,10,10
National Health and Medical Research Council,Vector-Borne Diseases,Emerging Infectious Diseases,2,26,26
National Health and Medical Research Council,Vector-Borne Diseases,Endometriosis,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Eye Disease And Disorders Of Vision,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Gene Therapy,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Genetics,2,52,52
National Health and Medical Research Council,Vector-Borne Diseases,HIV/AIDS,1,7,7
National Health and Medical Research Council,Vector-Borne Diseases,Heart Disease,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Hematology,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Hepatitis,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Human Genome,2,4,4
National Health and Medical Research Council,Vector-Borne Diseases,Immunization,1,7,7
National Health and Medical Research Council,Vector-Borne Diseases,Infectious Diseases,2,31,31
National Health and Medical Research Council,Vector-Borne Diseases,Injury (total) Accidents/Adverse Effects,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Kidney Disease,1,5,5
National Health and Medical Research Council,Vector-Borne Diseases,Liver Cancer,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Liver Disease,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Lung,1,16,16
National Health and Medical Research Council,Vector-Borne Diseases,Lupus,1,4,4
National Health and Medical Research Council,Vector-Borne Diseases,Lyme Disease,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Multiple Sclerosis,2,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Neurodegenerative,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Neurosciences,1,6,6
National Health and Medical Research Council,Vector-Borne Diseases,Nutrition,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Obesity,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Orphan Drug,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Osteoporosis,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Pancreatic Cancer,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Perinatal - Birth - Preterm (LBW),1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Pneumonia,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Pneumonia & Influenza,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Prevention,2,23,23
National Health and Medical Research Council,Vector-Borne Diseases,Rare Diseases,2,6,6
National Health and Medical Research Council,Vector-Borne Diseases,Regenerative Medicine,1,2,2
National Health and Medical Research Council,Vector-Borne Diseases,Septicemia,1,5,5
National Health and Medical Research Council,Vector-Borne Diseases,Spinal Cord Injury,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Stem Cell Research,1,3,3
National Health and Medical Research Council,Vector-Borne Diseases,Stroke,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Transplantation,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Tuberculosis,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Urologic Diseases,1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Vaccine Related,2,24,24
National Health and Medical Research Council,Vector-Borne Diseases,Vaccine related (AIDS),1,1,1
National Health and Medical Research Council,Vector-Borne Diseases,Vector-Borne Diseases,2,45,42
National Health and Medical Research Council,West Nile Virus,,1,54,54
National Health and Medical Research Council,West Nile Virus,Alzheimer's Disease,1,1,1
National Health and Medical Research Council,West Nile Virus,Arthritis,1,2,2
National Health and Medical Research Council,West Nile Virus,Asthma,1,3,3
National Health and Medical Research Council,West Nile Virus,Autoimmune Disease,1,10,10
National Health and Medical Research Council,West Nile Virus,Biodefense,1,24,22
National Health and Medical Research Council,West Nile Virus,Biotechnology,1,7,7
National Health and Medical Research Council,West Nile Virus,Brain Disorders,1,1,1
National Health and Medical Research Council,West Nile Virus,Cancer,1,10,10
National Health and Medical Research Council,West Nile Virus,Cardiovascular,1,1,1
National Health and Medical Research Council,West Nile Virus,Chronic Liver Disease and Cirrhosis,1,1,1
National Health and Medical Research Council,West Nile Virus,Clinical Research,1,3,3
National Health and Medical Research Council,West Nile Virus,Colo-Rectal Cancer,1,1,1
National Health and Medical Research Council,West Nile Virus,Dental/Oral and Craniofacial Disease,1,1,1
National Health and Medical Research Council,West Nile Virus,Diabetes,1,3,3
National Health and Medical Research Council,West Nile Virus,Digestive Diseases,1,9,9
National Health and Medical Research Council,West Nile Virus,Emerging Infectious Diseases,1,27,27
National Health and Medical Research Council,West Nile Virus,Endometriosis,1,1,1
National Health and Medical Research Council,West Nile Virus,Eye Disease And Disorders Of Vision,1,1,1
National Health and Medical Research Council,West Nile Virus,Gene Therapy,1,1,1
National Health and Medical Research Council,West Nile Virus,Genetics,1,32,32
National Health and Medical Research Council,West Nile Virus,HIV/AIDS,1,7,7
National Health and Medical Research Council,West Nile Virus,Heart Disease,1,1,1
National Health and Medical Research Council,West Nile Virus,Hematology,1,2,2
National Health and Medical Research Council,West Nile Virus,Hepatitis,1,1,1
National Health and Medical Research Council,West Nile Virus,Human Genome,1,2,2
National Health and Medical Research Council,West Nile Virus,Immunization,1,8,8
National Health and Medical Research Council,West Nile Virus,Infectious Diseases,1,28,28
National Health and Medical Research Council,West Nile Virus,Injury (total) Accidents/Adverse Effects,1,1,1
National Health and Medical Research Council,West Nile Virus,Kidney Disease,1,5,5
National Health and Medical Research Council,West Nile Virus,Liver Disease,1,2,2
National Health and Medical Research Council,West Nile Virus,Lung,1,16,16
National Health and Medical Research Council,West Nile Virus,Lupus,1,4,4
National Health and Medical Research Council,West Nile Virus,Lyme Disease,1,1,1
National Health and Medical Research Council,West Nile Virus,Malaria,1,2,2
National Health and Medical Research Council,West Nile Virus,Multiple Sclerosis,1,1,1
National Health and Medical Research Council,West Nile Virus,Neurodegenerative,1,2,2
National Health and Medical Research Council,West Nile Virus,Neurosciences,1,6,6
National Health and Medical Research Council,West Nile Virus,Nutrition,1,2,2
National Health and Medical Research Council,West Nile Virus,Obesity,1,2,2
National Health and Medical Research Council,West Nile Virus,Orphan Drug,1,2,2
National Health and Medical Research Council,West Nile Virus,Osteoporosis,1,2,2
National Health and Medical Research Council,West Nile Virus,Pancreatic Cancer,1,1,1
National Health and Medical Research Council,West Nile Virus,Perinatal - Birth - Preterm (LBW),1,1,1
National Health and Medical Research Council,West Nile Virus,Pneumonia,1,1,1
National Health and Medical Research Council,West Nile Virus,Pneumonia & Influenza,1,1,1
National Health and Medical Research Council,West Nile Virus,Prevention,1,20,20
National Health and Medical Research Council,West Nile Virus,Rare Diseases,1,6,6
National Health and Medical Research Council,West Nile Virus,Regenerative Medicine,1,2,2
National Health and Medical Research Council,West Nile Virus,Septicemia,1,5,5
National Health and Medical Research Council,West Nile Virus,Spinal Cord Injury,1,1,1
National Health and Medical Research Council,West Nile Virus,Stem Cell Research,1,3,3
National Health and Medical Research Council,West Nile Virus,Stroke,1,1,1
National Health and Medical Research Council,West Nile Virus,Transplantation,1,1,1
National Health and Medical Research Council,West Nile Virus,Tuberculosis,1,1,1
National Health and Medical Research Council,West Nile Virus,Urologic Diseases,1,1,1
National Health and Medical Research Council,West Nile Virus,Vaccine Related,1,24,24
National Health and Medical Research Council,West Nile Virus,Vaccine related (AIDS),1,1,1
National Health and Medical Research Council,West Nile Virus,Vector-Borne Diseases,1,1,1
National Health and Medical Research Council,West Nile Virus,West Nile Virus,1,16,15
Wellcome Trust,Adolescent Sexual Activity,,1,7,7
Wellcome Trust,Adolescent Sexual Activity,Adolescent Sexual Activity,1,3,3
Wellcome Trust,Adolescent Sexual Activity,Biotechnology,1,1,1
Wellcome Trust,Adolescent Sexual Activity,Cancer,1,1,1
Wellcome Trust,Adolescent Sexual Activity,Emerging Infectious Diseases,1,1,1
Wellcome Trust,Adolescent Sexual Activity,HPV and/or Cervical Cancer Vaccines,1,1,1
Wellcome Trust,Adolescent Sexual Activity,Patient Safety,1,1,1
Wellcome Trust,Aging,,10,105,84
Wellcome Trust,Aging,Aging,4,79,48
Wellcome Trust,Aging,Antimicrobial Resistance,1,1,1
Wellcome Trust,Aging,Autoimmune Disease,1,1,1
Wellcome Trust,Aging,Behavioral and Social Science,1,1,1
Wellcome Trust,Aging,Biotechnology,2,9,9
Wellcome Trust,Aging,Brain Cancer,1,1,1
Wellcome Trust,Aging,Brain Disorders,1,4,4
Wellcome Trust,Aging,Breast Cancer,2,13,12
Wellcome Trust,Aging,Cancer,8,77,65
Wellcome Trust,Aging,Clinical Research,3,10,8
Wellcome Trust,Aging,Clinical Trials and Supportive Activities,3,3,2
Wellcome Trust,Aging,Colo-Rectal Cancer,1,1,1
Wellcome Trust,Aging,Diabetes,2,3,3
Wellcome Trust,Aging,Digestive Diseases,1,5,5
Wellcome Trust,Aging,Estrogen,1,1,1
Wellcome Trust,Aging,Eye Disease And Disorders Of Vision,1,1,1
Wellcome Trust,Aging,Genetic Testing,1,2,2
Wellcome Trust,Aging,Genetics,4,51,47
Wellcome Trust,Aging,Human Genome,1,10,10
Wellcome Trust,Aging,Hypertension,1,1,1
Wellcome Trust,Aging,Infant Mortality/ (LBW),1,1,1
Wellcome Trust,Aging,Intellectual and Developmental Disabilities (IDD),1,1,1
Wellcome Trust,Aging,Liver Disease,1,1,1
Wellcome Trust,Aging,Lung Cancer,1,1,1
Wellcome Trust,Aging,Neurodegenerative,1,1,1
Wellcome Trust,Aging,Neurosciences,2,2,2
Wellcome Trust,Aging,Nutrition,1,1,1
Wellcome Trust,Aging,Orphan Drug,1,1,1
Wellcome Trust,Aging,Ovarian Cancer,1,1,1
Wellcome Trust,Aging,Pediatric,1,4,4
Wellcome Trust,Aging,Prevention,1,6,5
Wellcome Trust,Aging,Rare Diseases,4,12,11
Wellcome Trust,Aging,Stem Cell Research,1,1,1
Wellcome Trust,Aging,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
Wellcome Trust,Aging,Urologic Diseases,3,8,5
Wellcome Trust,Aging,Uterine Cancer,1,1,1
Wellcome Trust,Arthritis,,1,17,17
Wellcome Trust,Arthritis,Arthritis,1,50,50
Wellcome Trust,Arthritis,Autoimmune Disease,1,3,3
Wellcome Trust,Arthritis,Biotechnology,1,1,1
Wellcome Trust,Arthritis,Cancer,1,1,1
Wellcome Trust,Arthritis,Diabetes,1,1,1
Wellcome Trust,Arthritis,Digestive Diseases,1,1,1
Wellcome Trust,Arthritis,Genetics,1,5,5
Wellcome Trust,Arthritis,Prevention,1,1,1
Wellcome Trust,Arthritis,Psoriasis,1,1,1
Wellcome Trust,Arthritis,Rare Diseases,1,2,2
Wellcome Trust,Arthritis,Scleroderma,1,4,4
Wellcome Trust,Autoimmune Disease,,3,8,6
Wellcome Trust,Autoimmune Disease,Autoimmune Disease,1,8,8
Wellcome Trust,Autoimmune Disease,Cardiovascular,1,1,1
Wellcome Trust,Autoimmune Disease,Diabetes,1,18,18
Wellcome Trust,Autoimmune Disease,Genetics,1,1,1
Wellcome Trust,Autoimmune Disease,Neurosciences,1,1,1
Wellcome Trust,Autoimmune Disease,Nutrition,1,2,2
Wellcome Trust,Autoimmune Disease,Obesity,1,1,1
Wellcome Trust,Autoimmune Disease,Rare Diseases,1,1,1
Wellcome Trust,Basic Behavioral and Social Science,,3,19,9
Wellcome Trust,Basic Behavioral and Social Science,Breast Cancer,2,2,1
Wellcome Trust,Basic Behavioral and Social Science,Cancer,2,6,3
Wellcome Trust,Basic Behavioral and Social Science,Clinical Research,2,2,1
Wellcome Trust,Basic Behavioral and Social Science,Human Genome,2,4,2
Wellcome Trust,Basic Behavioral and Social Science,Prevention,2,2,1
Wellcome Trust,Behavioral and Social Science,,4,22,12
Wellcome Trust,Behavioral and Social Science,Behavioral and Social Science,2,2,1
Wellcome Trust,Behavioral and Social Science,Breast Cancer,2,2,1
Wellcome Trust,Behavioral and Social Science,Cancer,2,6,3
Wellcome Trust,Behavioral and Social Science,Clinical Research,2,2,1
Wellcome Trust,Behavioral and Social Science,Comparative Effectiveness Research,1,1,1
Wellcome Trust,Behavioral and Social Science,Human Genome,3,3,2
Wellcome Trust,Behavioral and Social Science,Prevention,2,2,1
Wellcome Trust,Biodefense,,3,3,0
Wellcome Trust,Bioengineering,,10,649,404
Wellcome Trust,Bioengineering,Aging,1,23,14
Wellcome Trust,Bioengineering,Autoimmune Disease,3,5,3
Wellcome Trust,Bioengineering,Basic Behavioral and Social Science,2,3,3
Wellcome Trust,Bioengineering,Behavioral and Social Science,1,1,1
Wellcome Trust,Bioengineering,Bioengineering,7,314,193
Wellcome Trust,Bioengineering,Biotechnology,6,27,16
Wellcome Trust,Bioengineering,Brain Disorders,3,5,4
Wellcome Trust,Bioengineering,Breast Cancer,4,18,12
Wellcome Trust,Bioengineering,Cancer,8,145,103
Wellcome Trust,Bioengineering,Childhood Leukemia,1,1,1
Wellcome Trust,Bioengineering,Chronic Obstructive Pulmonary Disease,1,2,2
Wellcome Trust,Bioengineering,Clinical Research,4,36,25
Wellcome Trust,Bioengineering,Clinical Trials and Supportive Activities,1,1,1
Wellcome Trust,Bioengineering,Colo-Rectal Cancer,1,1,1
Wellcome Trust,Bioengineering,Comparative Effectiveness Research,1,2,2
Wellcome Trust,Bioengineering,Contraception/Reproduction,1,1,1
Wellcome Trust,Bioengineering,Cost Effectiveness Research,1,6,3
Wellcome Trust,Bioengineering,Dental/Oral and Craniofacial Disease,1,2,2
Wellcome Trust,Bioengineering,Depression,1,1,1
Wellcome Trust,Bioengineering,Diabetes,1,1,1
Wellcome Trust,Bioengineering,Diagnostic Radiology,5,48,27
Wellcome Trust,Bioengineering,Digestive Diseases,3,9,9
Wellcome Trust,Bioengineering,Emerging Infectious Diseases,2,2,1
Wellcome Trust,Bioengineering,Foodborne Illness,2,2,1
Wellcome Trust,Bioengineering,Genetics,4,92,60
Wellcome Trust,Bioengineering,HIV/AIDS,3,10,8
Wellcome Trust,Bioengineering,Health Services,1,10,10
Wellcome Trust,Bioengineering,Heart Disease,2,6,3
Wellcome Trust,Bioengineering,Human Genome,3,3,2
Wellcome Trust,Bioengineering,Immunization,1,1,1
Wellcome Trust,Bioengineering,Infant Mortality/ (LBW),1,2,2
Wellcome Trust,Bioengineering,Infectious Diseases,3,5,4
Wellcome Trust,Bioengineering,Injury (total) Accidents/Adverse Effects,3,3,2
Wellcome Trust,Bioengineering,Kidney Disease,2,2,1
Wellcome Trust,Bioengineering,Lung,4,6,5
Wellcome Trust,Bioengineering,Networking and Information Technology R&D,2,16,9
Wellcome Trust,Bioengineering,Neurosciences,3,16,10
Wellcome Trust,Bioengineering,Nutrition,3,7,4
Wellcome Trust,Bioengineering,Obesity,2,2,1
Wellcome Trust,Bioengineering,Organ Transplantation,1,2,2
Wellcome Trust,Bioengineering,Orphan Drug,3,3,3
Wellcome Trust,Bioengineering,Ovarian Cancer,1,1,1
Wellcome Trust,Bioengineering,Pain Conditions - Chronic,1,1,1
Wellcome Trust,Bioengineering,Pancreatic Cancer,2,2,1
Wellcome Trust,Bioengineering,Patient Safety,1,4,3
Wellcome Trust,Bioengineering,Pediatric,1,3,3
Wellcome Trust,Bioengineering,Pediatric AIDS,1,1,1
Wellcome Trust,Bioengineering,Pediatric Research Initiative,1,1,1
Wellcome Trust,Bioengineering,Perinatal Period - Conditions Originating in Perinatal Period,1,1,1
Wellcome Trust,Bioengineering,Prevention,3,22,13
Wellcome Trust,Bioengineering,Prostate Cancer,2,76,38
Wellcome Trust,Bioengineering,Rare Diseases,5,14,13
Wellcome Trust,Bioengineering,Regenerative Medicine,2,6,3
Wellcome Trust,Bioengineering,Rehabilitation,1,3,3
Wellcome Trust,Bioengineering,Sexual and Gender Minorities (SGM/LGBT*),1,1,1
Wellcome Trust,Bioengineering,Stem Cell Research,3,12,7
Wellcome Trust,Bioengineering,Stem Cell Research - Embryonic - Non-Human,2,2,1
Wellcome Trust,Bioengineering,Substance Abuse,1,1,1
Wellcome Trust,Bioengineering,Transplantation,3,4,3
Wellcome Trust,Bioengineering,Urologic Diseases,3,50,24
Wellcome Trust,Bioengineering,Vaccine Related,1,1,1
Wellcome Trust,Biotechnology,,45,491,385
Wellcome Trust,Biotechnology,Adolescent Sexual Activity,1,1,1
Wellcome Trust,Biotechnology,Aging,4,7,6
Wellcome Trust,Biotechnology,Arthritis,2,2,2
Wellcome Trust,Biotechnology,Atherosclerosis,1,1,1
Wellcome Trust,Biotechnology,Autoimmune Disease,5,6,6
Wellcome Trust,Biotechnology,Basic Behavioral and Social Science,2,3,3
Wellcome Trust,Biotechnology,Behavioral and Social Science,2,3,3
Wellcome Trust,Biotechnology,Biodefense,2,3,3
Wellcome Trust,Biotechnology,Bioengineering,6,14,11
Wellcome Trust,Biotechnology,Biotechnology,34,300,216
Wellcome Trust,Biotechnology,Brain Disorders,4,5,5
Wellcome Trust,Biotechnology,Breast Cancer,6,16,15
Wellcome Trust,Biotechnology,Cancer,29,195,156
Wellcome Trust,Biotechnology,Cardiovascular,3,4,3
Wellcome Trust,Biotechnology,Cervical Cancer,1,2,1
Wellcome Trust,Biotechnology,Childhood Leukemia,2,2,1
Wellcome Trust,Biotechnology,Clinical Research,13,45,39
Wellcome Trust,Biotechnology,Clinical Trials and Supportive Activities,5,17,14
Wellcome Trust,Biotechnology,Colo-Rectal Cancer,1,1,1
Wellcome Trust,Biotechnology,Complementary and Alternative Medicine,1,1,1
Wellcome Trust,Biotechnology,Contraception/Reproduction,2,33,30
Wellcome Trust,Biotechnology,Dental/Oral and Craniofacial Disease,3,3,3
Wellcome Trust,Biotechnology,Diabetes,3,9,7
Wellcome Trust,Biotechnology,Digestive Diseases,5,10,9
Wellcome Trust,Biotechnology,Drug Abuse (NIDA Only),1,1,1
Wellcome Trust,Biotechnology,Emerging Infectious Diseases,7,9,5
Wellcome Trust,Biotechnology,Estrogen,3,6,6
Wellcome Trust,Biotechnology,Fibroid Tumors (Uterine),1,1,1
Wellcome Trust,Biotechnology,Foodborne Illness,1,1,1
Wellcome Trust,Biotechnology,Genetic Testing,5,10,8
Wellcome Trust,Biotechnology,Genetics,24,239,177
Wellcome Trust,Biotechnology,HIV/AIDS,10,40,27
Wellcome Trust,Biotechnology,HPV and/or Cervical Cancer Vaccines,1,2,2
Wellcome Trust,Biotechnology,Health Services,4,12,11
Wellcome Trust,Biotechnology,Heart Disease,3,3,2
Wellcome Trust,Biotechnology,Heart Disease - Coronary Heart Disease,1,1,1
Wellcome Trust,Biotechnology,Hematology,3,5,5
Wellcome Trust,Biotechnology,Hepatitis,1,1,1
Wellcome Trust,Biotechnology,Human Genome,10,30,18
Wellcome Trust,Biotechnology,Hypertension,1,1,1
Wellcome Trust,Biotechnology,Immunization,4,6,5
Wellcome Trust,Biotechnology,Infectious Diseases,12,51,32
Wellcome Trust,Biotechnology,Infertility,1,2,2
Wellcome Trust,Biotechnology,Inflammatory Bowel Disease,1,1,1
Wellcome Trust,Biotechnology,Intellectual and Developmental Disabilities (IDD),1,2,2
Wellcome Trust,Biotechnology,Kidney Disease,3,8,7
Wellcome Trust,Biotechnology,Liver Disease,3,4,3
Wellcome Trust,Biotechnology,Lung,4,12,12
Wellcome Trust,Biotechnology,Lung Cancer,2,2,2
Wellcome Trust,Biotechnology,Lymphoma,5,5,2
Wellcome Trust,Biotechnology,Mental Health,2,2,2
Wellcome Trust,Biotechnology,Multiple Sclerosis,1,1,1
Wellcome Trust,Biotechnology,Myasthenia Gravis,1,1,1
Wellcome Trust,Biotechnology,Nanotechnology,2,10,9
Wellcome Trust,Biotechnology,Networking and Information Technology R&D,2,2,2
Wellcome Trust,Biotechnology,Neurodegenerative,1,2,2
Wellcome Trust,Biotechnology,Neurosciences,2,2,2
Wellcome Trust,Biotechnology,Nutrition,4,7,7
Wellcome Trust,Biotechnology,Obesity,1,1,1
Wellcome Trust,Biotechnology,Orphan Drug,7,8,7
Wellcome Trust,Biotechnology,Osteoporosis,1,1,1
Wellcome Trust,Biotechnology,Ovarian Cancer,2,3,3
Wellcome Trust,Biotechnology,Pain Research,1,1,1
Wellcome Trust,Biotechnology,Pancreatic Cancer,3,3,2
Wellcome Trust,Biotechnology,Patient Safety,1,1,1
Wellcome Trust,Biotechnology,Pediatric,3,12,11
Wellcome Trust,Biotechnology,Pediatric AIDS,1,1,1
Wellcome Trust,Biotechnology,Pediatric Cancer,2,2,1
Wellcome Trust,Biotechnology,Pediatric Research Initiative,4,4,3
Wellcome Trust,Biotechnology,Perinatal Period - Conditions Originating in Perinatal Period,1,1,1
Wellcome Trust,Biotechnology,Prevention,11,33,26
Wellcome Trust,Biotechnology,Prostate Cancer,1,2,1
Wellcome Trust,Biotechnology,Rare Diseases,19,85,67
Wellcome Trust,Biotechnology,Regenerative Medicine,3,4,4
Wellcome Trust,Biotechnology,Serious Mental Illness,1,1,1
Wellcome Trust,Biotechnology,Sexually Transmitted Diseases/Herpes,2,3,3
Wellcome Trust,Biotechnology,Smoking and Health,1,1,1
Wellcome Trust,Biotechnology,Stem Cell Research,10,21,21
Wellcome Trust,Biotechnology,Stem Cell Research - Embryonic - Non-Human,2,2,2
Wellcome Trust,Biotechnology,Stem Cell Research - Induced Pluripotent Stem Cell,1,1,1
Wellcome Trust,Biotechnology,Stem Cell Research - Nonembryonic - Non-Human,1,1,1
Wellcome Trust,Biotechnology,Transplantation,1,1,1
Wellcome Trust,Biotechnology,Tuberculosis,4,11,11
Wellcome Trust,Biotechnology,Urologic Diseases,2,6,6
Wellcome Trust,Biotechnology,Vaccine Related,8,12,9
Wellcome Trust,Biotechnology,Vaccine related (AIDS),1,1,1
Wellcome Trust,Brain Cancer,,11,120,96
Wellcome Trust,Brain Cancer,Aging,2,2,2
Wellcome Trust,Brain Cancer,Basic Behavioral and Social Science,2,2,2
Wellcome Trust,Brain Cancer,Behavioral and Social Science,1,3,3
Wellcome Trust,Brain Cancer,Bioengineering,2,15,8
Wellcome Trust,Brain Cancer,Biotechnology,3,12,7
Wellcome Trust,Brain Cancer,Brain Cancer,6,68,57
Wellcome Trust,Brain Cancer,Brain Disorders,1,1,1
Wellcome Trust,Brain Cancer,Breast Cancer,2,9,9
Wellcome Trust,Brain Cancer,Cancer,4,32,28
Wellcome Trust,Brain Cancer,Cardiovascular,1,1,1
Wellcome Trust,Brain Cancer,Childhood Leukemia,1,1,1
Wellcome Trust,Brain Cancer,Climate-Related Exposures and Conditions,1,2,2
Wellcome Trust,Brain Cancer,Clinical Research,2,11,11
Wellcome Trust,Brain Cancer,Dental/Oral and Craniofacial Disease,1,1,1
Wellcome Trust,Brain Cancer,Diabetes,1,2,2
Wellcome Trust,Brain Cancer,Diagnostic Radiology,1,17,9
Wellcome Trust,Brain Cancer,Estrogen,1,1,1
Wellcome Trust,Brain Cancer,Genetics,3,16,15
Wellcome Trust,Brain Cancer,Hepatitis - C,1,1,1
Wellcome Trust,Brain Cancer,Human Genome,1,1,1
Wellcome Trust,Brain Cancer,Immunization,1,1,1
Wellcome Trust,Brain Cancer,Lung,1,1,1
Wellcome Trust,Brain Cancer,Lymphoma,1,1,1
Wellcome Trust,Brain Cancer,Nanotechnology,1,6,5
Wellcome Trust,Brain Cancer,Neurodegenerative,1,1,1
Wellcome Trust,Brain Cancer,Neurosciences,1,3,3
Wellcome Trust,Brain Cancer,Nutrition,1,2,2
Wellcome Trust,Brain Cancer,Obesity,1,3,3
Wellcome Trust,Brain Cancer,Orphan Drug,1,1,1
Wellcome Trust,Brain Cancer,Patient Safety,1,1,1
Wellcome Trust,Brain Cancer,Pediatric,1,1,1
Wellcome Trust,Brain Cancer,Prevention,1,7,7
Wellcome Trust,Brain Cancer,Rare Diseases,3,10,9
Wellcome Trust,Brain Cancer,Smoking and Health,1,2,2
Wellcome Trust,Brain Cancer,Substance Abuse,1,1,1
Wellcome Trust,Brain Disorders,,17,209,175
Wellcome Trust,Brain Disorders,Aging,2,5,4
Wellcome Trust,Brain Disorders,Antimicrobial Resistance,1,1,1
Wellcome Trust,Brain Disorders,Atherosclerosis,1,1,1
Wellcome Trust,Brain Disorders,Autoimmune Disease,2,2,2
Wellcome Trust,Brain Disorders,Basic Behavioral and Social Science,2,2,2
Wellcome Trust,Brain Disorders,Behavioral and Social Science,2,4,4
Wellcome Trust,Brain Disorders,Bioengineering,2,13,7
Wellcome Trust,Brain Disorders,Biotechnology,5,20,15
Wellcome Trust,Brain Disorders,Brain Disorders,9,125,91
Wellcome Trust,Brain Disorders,Breast Cancer,3,21,18
Wellcome Trust,Brain Disorders,Cancer,7,72,61
Wellcome Trust,Brain Disorders,Cardiovascular,3,4,2
Wellcome Trust,Brain Disorders,Childhood Leukemia,1,1,1
