funder_name,rcdc_name_1_grnt,rcdc_name_1_pub,weight
National Health and Medical Research Council,Neurodegenerative,Intellectual and Developmental Disabilities (IDD),1
National Health and Medical Research Council,Neurodegenerative,Lung,3
National Health and Medical Research Council,Neurodegenerative,Mental Health,1
National Health and Medical Research Council,Neurodegenerative,Neurodegenerative,2
National Health and Medical Research Council,Neurodegenerative,Neurosciences,18
National Health and Medical Research Council,Neurodegenerative,Orphan Drug,1
National Health and Medical Research Council,Neurodegenerative,Pediatric,1
National Health and Medical Research Council,Neurodegenerative,Prostate Cancer,2
National Health and Medical Research Council,Neurodegenerative,Rare Diseases,9
National Health and Medical Research Council,Neurodegenerative,Schizophrenia,1
National Health and Medical Research Council,Neurodegenerative,Stem Cell Research,1
National Health and Medical Research Council,Neurodegenerative,Substance Abuse,1
National Health and Medical Research Council,Nutrition,Adolescent Sexual Activity,1
National Health and Medical Research Council,Nutrition,Aging,12
National Health and Medical Research Council,Nutrition,Asthma,1
National Health and Medical Research Council,Nutrition,Autoimmune Disease,1
National Health and Medical Research Council,Nutrition,Behavioral and Social Science,2
National Health and Medical Research Council,Nutrition,Bioengineering,1
National Health and Medical Research Council,Nutrition,Biotechnology,10
National Health and Medical Research Council,Nutrition,Brain Disorders,1
National Health and Medical Research Council,Nutrition,Breast Cancer,7
National Health and Medical Research Council,Nutrition,Cancer,59
National Health and Medical Research Council,Nutrition,Cardiovascular,1
National Health and Medical Research Council,Nutrition,Cervical Cancer,3
National Health and Medical Research Council,Nutrition,Clinical Research,21
National Health and Medical Research Council,Nutrition,Clinical Trials and Supportive Activities,4
National Health and Medical Research Council,Nutrition,Colo-Rectal Cancer,4
National Health and Medical Research Council,Nutrition,Complementary and Alternative Medicine,7
National Health and Medical Research Council,Nutrition,Contraception/Reproduction,4
National Health and Medical Research Council,Nutrition,Dementia,1
National Health and Medical Research Council,Nutrition,Dental/Oral and Craniofacial Disease,1
National Health and Medical Research Council,Nutrition,Diabetes,5
National Health and Medical Research Council,Nutrition,Digestive Diseases,7
National Health and Medical Research Council,Nutrition,Emerging Infectious Diseases,1
National Health and Medical Research Council,Nutrition,Genetics,9
National Health and Medical Research Council,Nutrition,HIV/AIDS,3
National Health and Medical Research Council,Nutrition,HPV and/or Cervical Cancer Vaccines,1
National Health and Medical Research Council,Nutrition,Health Services,1
National Health and Medical Research Council,Nutrition,Heart Disease,1
National Health and Medical Research Council,Nutrition,Human Genome,2
National Health and Medical Research Council,Nutrition,Immunization,3
National Health and Medical Research Council,Nutrition,Infant Mortality/ (LBW),3
National Health and Medical Research Council,Nutrition,Infectious Diseases,1
National Health and Medical Research Council,Nutrition,Infertility,1
National Health and Medical Research Council,Nutrition,Liver Disease,2
National Health and Medical Research Council,Nutrition,Lung,2
National Health and Medical Research Council,Nutrition,Mental Health,3
National Health and Medical Research Council,Nutrition,Nutrition,8
National Health and Medical Research Council,Nutrition,Obesity,2
National Health and Medical Research Council,Nutrition,Ovarian Cancer,5
National Health and Medical Research Council,Nutrition,Pain Conditions - Chronic,2
National Health and Medical Research Council,Nutrition,Pain Research,1
National Health and Medical Research Council,Nutrition,Patient Safety,3
National Health and Medical Research Council,Nutrition,Pediatric,7
National Health and Medical Research Council,Nutrition,Perinatal Period - Conditions Originating in Perinatal Period,2
National Health and Medical Research Council,Nutrition,Prevention,13
National Health and Medical Research Council,Nutrition,Rare Diseases,9
National Health and Medical Research Council,Nutrition,Sexually Transmitted Diseases/Herpes,1
National Health and Medical Research Council,Nutrition,Smoking and Health,1
National Health and Medical Research Council,Nutrition,Stem Cell Research,2
National Health and Medical Research Council,Nutrition,Stem Cell Research - Nonembryonic - Human,1
National Health and Medical Research Council,Nutrition,Vaccine Related,1
National Health and Medical Research Council,Orphan Drug,Aging,16
National Health and Medical Research Council,Orphan Drug,"Alcoholism, Alcohol Use and Health",1
National Health and Medical Research Council,Orphan Drug,Arthritis,7
National Health and Medical Research Council,Orphan Drug,Assistive Technology,1
National Health and Medical Research Council,Orphan Drug,Asthma,4
National Health and Medical Research Council,Orphan Drug,Atherosclerosis,1
National Health and Medical Research Council,Orphan Drug,Autoimmune Disease,17
National Health and Medical Research Council,Orphan Drug,Behavioral and Social Science,2
National Health and Medical Research Council,Orphan Drug,Biodefense,11
National Health and Medical Research Council,Orphan Drug,Bioengineering,87
National Health and Medical Research Council,Orphan Drug,Biotechnology,110
National Health and Medical Research Council,Orphan Drug,Brain Cancer,5
National Health and Medical Research Council,Orphan Drug,Brain Disorders,42
National Health and Medical Research Council,Orphan Drug,Breast Cancer,43
National Health and Medical Research Council,Orphan Drug,Cancer,380
National Health and Medical Research Council,Orphan Drug,Cardiovascular,2
National Health and Medical Research Council,Orphan Drug,Childhood Leukemia,3
National Health and Medical Research Council,Orphan Drug,Chronic Obstructive Pulmonary Disease,4
National Health and Medical Research Council,Orphan Drug,Climate-Related Exposures and Conditions,1
National Health and Medical Research Council,Orphan Drug,Clinical Research,66
National Health and Medical Research Council,Orphan Drug,Clinical Trials and Supportive Activities,9
National Health and Medical Research Council,Orphan Drug,Colo-Rectal Cancer,27
National Health and Medical Research Council,Orphan Drug,Comparative Effectiveness Research,1
National Health and Medical Research Council,Orphan Drug,Complementary and Alternative Medicine,2
National Health and Medical Research Council,Orphan Drug,Contraception/Reproduction,2
National Health and Medical Research Council,Orphan Drug,Dementia,2
National Health and Medical Research Council,Orphan Drug,Dental/Oral and Craniofacial Disease,4
National Health and Medical Research Council,Orphan Drug,Depression,1
National Health and Medical Research Council,Orphan Drug,Diabetes,5
National Health and Medical Research Council,Orphan Drug,Diagnostic Radiology,21
National Health and Medical Research Council,Orphan Drug,Digestive Diseases,40
National Health and Medical Research Council,Orphan Drug,Drug Abuse (NIDA Only),2
National Health and Medical Research Council,Orphan Drug,Emerging Infectious Diseases,18
National Health and Medical Research Council,Orphan Drug,Emphysema,2
National Health and Medical Research Council,Orphan Drug,Epilepsy,1
National Health and Medical Research Council,Orphan Drug,Eye Disease And Disorders Of Vision,3
National Health and Medical Research Council,Orphan Drug,Foodborne Illness,2
National Health and Medical Research Council,Orphan Drug,Genetic Testing,4
National Health and Medical Research Council,Orphan Drug,Genetics,187
National Health and Medical Research Council,Orphan Drug,HIV/AIDS,2
National Health and Medical Research Council,Orphan Drug,Health Services,4
National Health and Medical Research Council,Orphan Drug,Heart Disease,1
National Health and Medical Research Council,Orphan Drug,Heart Disease - Coronary Heart Disease,1
National Health and Medical Research Council,Orphan Drug,Hematology,9
National Health and Medical Research Council,Orphan Drug,Hepatitis,1
National Health and Medical Research Council,Orphan Drug,Human Genome,12
National Health and Medical Research Council,Orphan Drug,Hypertension,1
National Health and Medical Research Council,Orphan Drug,Immunization,13
National Health and Medical Research Council,Orphan Drug,Infant Mortality/ (LBW),1
National Health and Medical Research Council,Orphan Drug,Infectious Diseases,14
National Health and Medical Research Council,Orphan Drug,Inflammatory Bowel Disease,3
National Health and Medical Research Council,Orphan Drug,Injury (total) Accidents/Adverse Effects,3
National Health and Medical Research Council,Orphan Drug,Kidney Disease,10
National Health and Medical Research Council,Orphan Drug,Liver Disease,5
National Health and Medical Research Council,Orphan Drug,Lung,55
National Health and Medical Research Council,Orphan Drug,Lung Cancer,3
National Health and Medical Research Council,Orphan Drug,Lupus,1
National Health and Medical Research Council,Orphan Drug,Lymphoma,3
National Health and Medical Research Council,Orphan Drug,Mental Health,5
National Health and Medical Research Council,Orphan Drug,Mind and Body,1
National Health and Medical Research Council,Orphan Drug,Nanotechnology,8
National Health and Medical Research Council,Orphan Drug,Networking and Information Technology R&D,1
National Health and Medical Research Council,Orphan Drug,Neurodegenerative,7
National Health and Medical Research Council,Orphan Drug,Neurosciences,36
National Health and Medical Research Council,Orphan Drug,Nutrition,21
National Health and Medical Research Council,Orphan Drug,Orphan Drug,18
National Health and Medical Research Council,Orphan Drug,Osteoporosis,3
National Health and Medical Research Council,Orphan Drug,Ovarian Cancer,17
National Health and Medical Research Council,Orphan Drug,Pain Conditions - Chronic,2
National Health and Medical Research Council,Orphan Drug,Pain Research,5
National Health and Medical Research Council,Orphan Drug,Pancreatic Cancer,1
National Health and Medical Research Council,Orphan Drug,Patient Safety,12
National Health and Medical Research Council,Orphan Drug,Pediatric,11
National Health and Medical Research Council,Orphan Drug,Pediatric Cancer,4
National Health and Medical Research Council,Orphan Drug,Pediatric Research Initiative,2
National Health and Medical Research Council,Orphan Drug,Peripheral Neuropathy,1
National Health and Medical Research Council,Orphan Drug,Prevention,31
National Health and Medical Research Council,Orphan Drug,Prostate Cancer,2
National Health and Medical Research Council,Orphan Drug,Rare Diseases,99
National Health and Medical Research Council,Orphan Drug,Regenerative Medicine,53
National Health and Medical Research Council,Orphan Drug,Rehabilitation,2
National Health and Medical Research Council,Orphan Drug,Rheumatoid Arthritis,1
National Health and Medical Research Council,Orphan Drug,Serious Mental Illness,1
National Health and Medical Research Council,Orphan Drug,Sexually Transmitted Diseases/Herpes,1
National Health and Medical Research Council,Orphan Drug,Smoking and Health,4
National Health and Medical Research Council,Orphan Drug,Spinal Cord Injury,6
National Health and Medical Research Council,Orphan Drug,Stem Cell Research,66
National Health and Medical Research Council,Orphan Drug,Stem Cell Research - Induced Pluripotent Stem Cell,1
National Health and Medical Research Council,Orphan Drug,Stem Cell Research - Induced Pluripotent Stem Cell - Human,2
National Health and Medical Research Council,Orphan Drug,Stem Cell Research - Nonembryonic - Human,12
National Health and Medical Research Council,Orphan Drug,Stem Cell Research - Nonembryonic - Non-Human,17
National Health and Medical Research Council,Orphan Drug,Stem Cell Research - Umbilical Cord Blood/ Placenta,1
National Health and Medical Research Council,Orphan Drug,Stroke,3
National Health and Medical Research Council,Orphan Drug,Substance Abuse,2
National Health and Medical Research Council,Orphan Drug,Transplantation,16
National Health and Medical Research Council,Orphan Drug,Urologic Diseases,8
National Health and Medical Research Council,Orphan Drug,Vaccine Related,19
National Health and Medical Research Council,Orphan Drug,Vaccine related (AIDS),3
National Health and Medical Research Council,Osteoporosis,Aging,1
National Health and Medical Research Council,Osteoporosis,Cancer,1
National Health and Medical Research Council,Osteoporosis,Injury (total) Accidents/Adverse Effects,1
National Health and Medical Research Council,Osteoporosis,Rare Diseases,1
National Health and Medical Research Council,Ovarian Cancer,Aging,1
National Health and Medical Research Council,Ovarian Cancer,Autoimmune Disease,1
National Health and Medical Research Council,Ovarian Cancer,Behavioral and Social Science,1
National Health and Medical Research Council,Ovarian Cancer,Biodefense,2
National Health and Medical Research Council,Ovarian Cancer,Biotechnology,19
National Health and Medical Research Council,Ovarian Cancer,Breast Cancer,1
National Health and Medical Research Council,Ovarian Cancer,Cancer,50
National Health and Medical Research Council,Ovarian Cancer,Clinical Research,7
National Health and Medical Research Council,Ovarian Cancer,Clinical Trials and Supportive Activities,1
National Health and Medical Research Council,Ovarian Cancer,Congenital Structural Anomalies,3
National Health and Medical Research Council,Ovarian Cancer,Contraception/Reproduction,25
National Health and Medical Research Council,Ovarian Cancer,Diabetes,1
National Health and Medical Research Council,Ovarian Cancer,Digestive Diseases,2
National Health and Medical Research Council,Ovarian Cancer,Estrogen,3
National Health and Medical Research Council,Ovarian Cancer,Gene Therapy,1
National Health and Medical Research Council,Ovarian Cancer,Genetic Testing,1
National Health and Medical Research Council,Ovarian Cancer,Genetics,49
National Health and Medical Research Council,Ovarian Cancer,Hematology,2
National Health and Medical Research Council,Ovarian Cancer,Human Genome,7
National Health and Medical Research Council,Ovarian Cancer,Immunization,8
National Health and Medical Research Council,Ovarian Cancer,Infectious Diseases,1
National Health and Medical Research Council,Ovarian Cancer,Inflammatory Bowel Disease,1
National Health and Medical Research Council,Ovarian Cancer,Kidney Disease,2
National Health and Medical Research Council,Ovarian Cancer,Lung,3
National Health and Medical Research Council,Ovarian Cancer,Neurodegenerative,1
National Health and Medical Research Council,Ovarian Cancer,Neurosciences,3
National Health and Medical Research Council,Ovarian Cancer,Nutrition,5
National Health and Medical Research Council,Ovarian Cancer,Obesity,1
National Health and Medical Research Council,Ovarian Cancer,Organ Transplantation,1
National Health and Medical Research Council,Ovarian Cancer,Ovarian Cancer,11
National Health and Medical Research Council,Ovarian Cancer,Pediatric,20
National Health and Medical Research Council,Ovarian Cancer,Pediatric Cancer,1
National Health and Medical Research Council,Ovarian Cancer,Perinatal Period - Conditions Originating in Perinatal Period,2
National Health and Medical Research Council,Ovarian Cancer,Prevention,2
National Health and Medical Research Council,Ovarian Cancer,Prostate Cancer,6
National Health and Medical Research Council,Ovarian Cancer,Rare Diseases,19
National Health and Medical Research Council,Ovarian Cancer,Stem Cell Research,2
National Health and Medical Research Council,Ovarian Cancer,Stem Cell Research - Nonembryonic - Non-Human,4
National Health and Medical Research Council,Ovarian Cancer,Transplantation,1
National Health and Medical Research Council,Ovarian Cancer,Urologic Diseases,5
National Health and Medical Research Council,Ovarian Cancer,Vaccine Related,6
National Health and Medical Research Council,Pain Conditions - Chronic,Antimicrobial Resistance,1
National Health and Medical Research Council,Pain Conditions - Chronic,Bioengineering,1
National Health and Medical Research Council,Pain Conditions - Chronic,Biotechnology,28
National Health and Medical Research Council,Pain Conditions - Chronic,Cancer,1
National Health and Medical Research Council,Pain Conditions - Chronic,Cardiovascular,1
National Health and Medical Research Council,Pain Conditions - Chronic,Clinical Research,1
National Health and Medical Research Council,Pain Conditions - Chronic,Complementary and Alternative Medicine,1
National Health and Medical Research Council,Pain Conditions - Chronic,Dementia,1
National Health and Medical Research Council,Pain Conditions - Chronic,Dental/Oral and Craniofacial Disease,3
National Health and Medical Research Council,Pain Conditions - Chronic,Diabetes,1
National Health and Medical Research Council,Pain Conditions - Chronic,Diagnostic Radiology,1
National Health and Medical Research Council,Pain Conditions - Chronic,Digestive Diseases,1
National Health and Medical Research Council,Pain Conditions - Chronic,Emerging Infectious Diseases,3
National Health and Medical Research Council,Pain Conditions - Chronic,Genetics,8
National Health and Medical Research Council,Pain Conditions - Chronic,HIV/AIDS,1
National Health and Medical Research Council,Pain Conditions - Chronic,Hematology,2
National Health and Medical Research Council,Pain Conditions - Chronic,Human Genome,1
National Health and Medical Research Council,Pain Conditions - Chronic,Immunization,1
National Health and Medical Research Council,Pain Conditions - Chronic,Infectious Diseases,5
National Health and Medical Research Council,Pain Conditions - Chronic,Multiple Sclerosis,1
National Health and Medical Research Council,Pain Conditions - Chronic,Neurodegenerative,1
National Health and Medical Research Council,Pain Conditions - Chronic,Neurosciences,13
National Health and Medical Research Council,Pain Conditions - Chronic,Nutrition,1
National Health and Medical Research Council,Pain Conditions - Chronic,Obesity,1
National Health and Medical Research Council,Pain Conditions - Chronic,Orphan Drug,2
National Health and Medical Research Council,Pain Conditions - Chronic,Pain Conditions - Chronic,2
National Health and Medical Research Council,Pain Conditions - Chronic,Pain Research,8
National Health and Medical Research Council,Pain Conditions - Chronic,Prevention,1
National Health and Medical Research Council,Pain Conditions - Chronic,Prostate Cancer,1
National Health and Medical Research Council,Pain Conditions - Chronic,Rare Diseases,5
National Health and Medical Research Council,Pain Conditions - Chronic,Regenerative Medicine,1
National Health and Medical Research Council,Pain Conditions - Chronic,Stem Cell Research,2
National Health and Medical Research Council,Pain Conditions - Chronic,Substance Abuse,1
National Health and Medical Research Council,Pain Conditions - Chronic,Transplantation,1
National Health and Medical Research Council,Pain Research,Antimicrobial Resistance,1
National Health and Medical Research Council,Pain Research,Basic Behavioral and Social Science,1
National Health and Medical Research Council,Pain Research,Behavioral and Social Science,2
National Health and Medical Research Council,Pain Research,Biotechnology,26
National Health and Medical Research Council,Pain Research,Brain Disorders,1
National Health and Medical Research Council,Pain Research,Breast Cancer,2
National Health and Medical Research Council,Pain Research,Cancer,9
National Health and Medical Research Council,Pain Research,Cardiovascular,1
National Health and Medical Research Council,Pain Research,Clinical Research,4
National Health and Medical Research Council,Pain Research,Colo-Rectal Cancer,2
National Health and Medical Research Council,Pain Research,Complementary and Alternative Medicine,1
National Health and Medical Research Council,Pain Research,Dementia,2
National Health and Medical Research Council,Pain Research,Dental/Oral and Craniofacial Disease,4
National Health and Medical Research Council,Pain Research,Depression,1
National Health and Medical Research Council,Pain Research,Diabetes,3
National Health and Medical Research Council,Pain Research,Digestive Diseases,1
National Health and Medical Research Council,Pain Research,Emerging Infectious Diseases,3
National Health and Medical Research Council,Pain Research,Genetics,4
National Health and Medical Research Council,Pain Research,Hematology,2
National Health and Medical Research Council,Pain Research,Human Genome,1
National Health and Medical Research Council,Pain Research,Immunization,1
National Health and Medical Research Council,Pain Research,Infectious Diseases,6
National Health and Medical Research Council,Pain Research,Mental Health,1
National Health and Medical Research Council,Pain Research,Multiple Sclerosis,1
National Health and Medical Research Council,Pain Research,Neurodegenerative,1
National Health and Medical Research Council,Pain Research,Neurosciences,12
National Health and Medical Research Council,Pain Research,Nutrition,1
National Health and Medical Research Council,Pain Research,Obesity,1
National Health and Medical Research Council,Pain Research,Orphan Drug,3
National Health and Medical Research Council,Pain Research,Pain Conditions - Chronic,2
National Health and Medical Research Council,Pain Research,Pain Research,6
National Health and Medical Research Council,Pain Research,Pediatric Research Initiative,1
National Health and Medical Research Council,Pain Research,Prevention,1
National Health and Medical Research Council,Pain Research,Prostate Cancer,1
National Health and Medical Research Council,Pain Research,Rare Diseases,4
National Health and Medical Research Council,Pain Research,Stem Cell Research,1
National Health and Medical Research Council,Pain Research,Substance Abuse,1
National Health and Medical Research Council,Pancreatic Cancer,Behavioral and Social Science,4
National Health and Medical Research Council,Pancreatic Cancer,Bioengineering,3
National Health and Medical Research Council,Pancreatic Cancer,Biotechnology,4
National Health and Medical Research Council,Pancreatic Cancer,Cancer,95
National Health and Medical Research Council,Pancreatic Cancer,Chronic Liver Disease and Cirrhosis,1
National Health and Medical Research Council,Pancreatic Cancer,Clinical Research,14
National Health and Medical Research Council,Pancreatic Cancer,Clinical Trials and Supportive Activities,1
National Health and Medical Research Council,Pancreatic Cancer,Colo-Rectal Cancer,1
National Health and Medical Research Council,Pancreatic Cancer,Complementary and Alternative Medicine,2
National Health and Medical Research Council,Pancreatic Cancer,Cost Effectiveness Research,1
National Health and Medical Research Council,Pancreatic Cancer,Dental/Oral and Craniofacial Disease,19
National Health and Medical Research Council,Pancreatic Cancer,Depression,1
National Health and Medical Research Council,Pancreatic Cancer,Diabetes,3
National Health and Medical Research Council,Pancreatic Cancer,Diagnostic Radiology,2
National Health and Medical Research Council,Pancreatic Cancer,Digestive Diseases,15
National Health and Medical Research Council,Pancreatic Cancer,Genetics,7
National Health and Medical Research Council,Pancreatic Cancer,HIV/AIDS,1
National Health and Medical Research Council,Pancreatic Cancer,Health Services,2
National Health and Medical Research Council,Pancreatic Cancer,Hematology,1
National Health and Medical Research Council,Pancreatic Cancer,Infectious Diseases,1
National Health and Medical Research Council,Pancreatic Cancer,Kidney Disease,2
National Health and Medical Research Council,Pancreatic Cancer,Lung,5
National Health and Medical Research Council,Pancreatic Cancer,Lung Cancer,4
National Health and Medical Research Council,Pancreatic Cancer,Mental Health,4
National Health and Medical Research Council,Pancreatic Cancer,Nanotechnology,4
National Health and Medical Research Council,Pancreatic Cancer,Neuroblastoma,4
National Health and Medical Research Council,Pancreatic Cancer,Neurodegenerative,1
National Health and Medical Research Council,Pancreatic Cancer,Neurosciences,8
National Health and Medical Research Council,Pancreatic Cancer,Nutrition,9
National Health and Medical Research Council,Pancreatic Cancer,Obesity,3
National Health and Medical Research Council,Pancreatic Cancer,Orphan Drug,13
National Health and Medical Research Council,Pancreatic Cancer,Pancreatic Cancer,10
National Health and Medical Research Council,Pancreatic Cancer,Patient Safety,1
National Health and Medical Research Council,Pancreatic Cancer,Pediatric,5
National Health and Medical Research Council,Pancreatic Cancer,Pediatric Research Initiative,1
National Health and Medical Research Council,Pancreatic Cancer,Prevention,7
National Health and Medical Research Council,Pancreatic Cancer,Rare Diseases,22
National Health and Medical Research Council,Pancreatic Cancer,Rehabilitation,3
National Health and Medical Research Council,Pancreatic Cancer,Smoking and Health,2
National Health and Medical Research Council,Pancreatic Cancer,Vaccine Related,1
National Health and Medical Research Council,Patient Safety,Cancer,15
National Health and Medical Research Council,Patient Safety,Clinical Research,1
National Health and Medical Research Council,Patient Safety,Diagnostic Radiology,1
National Health and Medical Research Council,Patient Safety,Emerging Infectious Diseases,3
National Health and Medical Research Council,Patient Safety,Heart Disease,1
National Health and Medical Research Council,Patient Safety,Hematology,1
National Health and Medical Research Council,Patient Safety,Immunization,6
National Health and Medical Research Council,Patient Safety,Infant Mortality/ (LBW),1
National Health and Medical Research Council,Patient Safety,Infectious Diseases,2
National Health and Medical Research Council,Patient Safety,Lung,1
National Health and Medical Research Council,Patient Safety,Mental Health,1
National Health and Medical Research Council,Patient Safety,Neurosciences,1
National Health and Medical Research Council,Patient Safety,Orphan Drug,2
National Health and Medical Research Council,Patient Safety,Prevention,1
National Health and Medical Research Council,Patient Safety,Rare Diseases,4
National Health and Medical Research Council,Patient Safety,Vaccine Related,2
National Health and Medical Research Council,Pediatric,Aging,1
National Health and Medical Research Council,Pediatric,Atherosclerosis,1
National Health and Medical Research Council,Pediatric,Bioengineering,2
National Health and Medical Research Council,Pediatric,Brain Disorders,6
National Health and Medical Research Council,Pediatric,Cancer,2
National Health and Medical Research Council,Pediatric,Cardiovascular,1
National Health and Medical Research Council,Pediatric,Clinical Research,6
National Health and Medical Research Council,Pediatric,Diagnostic Radiology,1
National Health and Medical Research Council,Pediatric,Genetics,3
National Health and Medical Research Council,Pediatric,Hematology,4
National Health and Medical Research Council,Pediatric,Neurodegenerative,1
National Health and Medical Research Council,Pediatric,Neurosciences,21
National Health and Medical Research Council,Pediatric,Pain Conditions - Chronic,1
National Health and Medical Research Council,Pediatric,Patient Safety,3
National Health and Medical Research Council,Pediatric,Pediatric,1
National Health and Medical Research Council,Pediatric,Stem Cell Research,1
National Health and Medical Research Council,Pediatric,Stroke,2
National Health and Medical Research Council,Pediatric Cancer,Aging,5
National Health and Medical Research Council,Pediatric Cancer,"Alcoholism, Alcohol Use and Health",1
National Health and Medical Research Council,Pediatric Cancer,Antimicrobial Resistance,3
National Health and Medical Research Council,Pediatric Cancer,Arthritis,2
National Health and Medical Research Council,Pediatric Cancer,Asthma,1
National Health and Medical Research Council,Pediatric Cancer,Autoimmune Disease,3
National Health and Medical Research Council,Pediatric Cancer,Behavioral and Social Science,4
National Health and Medical Research Council,Pediatric Cancer,Biodefense,1
National Health and Medical Research Council,Pediatric Cancer,Bioengineering,3
National Health and Medical Research Council,Pediatric Cancer,Biotechnology,64
National Health and Medical Research Council,Pediatric Cancer,Brain Cancer,3
National Health and Medical Research Council,Pediatric Cancer,Brain Disorders,5
National Health and Medical Research Council,Pediatric Cancer,Breast Cancer,13
National Health and Medical Research Council,Pediatric Cancer,Cancer,226
National Health and Medical Research Council,Pediatric Cancer,Cardiovascular,5
National Health and Medical Research Council,Pediatric Cancer,Childhood Leukemia,27
National Health and Medical Research Council,Pediatric Cancer,Chronic Liver Disease and Cirrhosis,1
National Health and Medical Research Council,Pediatric Cancer,Clinical Research,32
National Health and Medical Research Council,Pediatric Cancer,Clinical Trials and Supportive Activities,11
National Health and Medical Research Council,Pediatric Cancer,Complementary and Alternative Medicine,4
National Health and Medical Research Council,Pediatric Cancer,Congenital Structural Anomalies,1
National Health and Medical Research Council,Pediatric Cancer,Contraception/Reproduction,1
National Health and Medical Research Council,Pediatric Cancer,Dental/Oral and Craniofacial Disease,5
National Health and Medical Research Council,Pediatric Cancer,Diabetes,8
National Health and Medical Research Council,Pediatric Cancer,Diagnostic Radiology,1
National Health and Medical Research Council,Pediatric Cancer,Digestive Diseases,6
National Health and Medical Research Council,Pediatric Cancer,Endometriosis,1
National Health and Medical Research Council,Pediatric Cancer,Eye Disease And Disorders Of Vision,1
National Health and Medical Research Council,Pediatric Cancer,Genetics,146
National Health and Medical Research Council,Pediatric Cancer,HIV/AIDS,4
National Health and Medical Research Council,Pediatric Cancer,Heart Disease,5
National Health and Medical Research Council,Pediatric Cancer,Hematology,35
National Health and Medical Research Council,Pediatric Cancer,Hepatitis - C,1
National Health and Medical Research Council,Pediatric Cancer,Human Genome,23
National Health and Medical Research Council,Pediatric Cancer,Huntington's Disease,1
National Health and Medical Research Council,Pediatric Cancer,Infectious Diseases,5
National Health and Medical Research Council,Pediatric Cancer,Injury (total) Accidents/Adverse Effects,1
National Health and Medical Research Council,Pediatric Cancer,Intellectual and Developmental Disabilities (IDD),1
National Health and Medical Research Council,Pediatric Cancer,Kidney Disease,1
National Health and Medical Research Council,Pediatric Cancer,Lung,3
National Health and Medical Research Council,Pediatric Cancer,Lung Cancer,3
National Health and Medical Research Council,Pediatric Cancer,Lymphoma,4
National Health and Medical Research Council,Pediatric Cancer,Macular Degeneration,1
National Health and Medical Research Council,Pediatric Cancer,Mental Health,15
National Health and Medical Research Council,Pediatric Cancer,Mind and Body,1
National Health and Medical Research Council,Pediatric Cancer,Networking and Information Technology R&D,3
National Health and Medical Research Council,Pediatric Cancer,Neuroblastoma,23
National Health and Medical Research Council,Pediatric Cancer,Neurodegenerative,2
National Health and Medical Research Council,Pediatric Cancer,Neurosciences,70
National Health and Medical Research Council,Pediatric Cancer,Nutrition,6
National Health and Medical Research Council,Pediatric Cancer,Obesity,2
National Health and Medical Research Council,Pediatric Cancer,Orphan Drug,18
National Health and Medical Research Council,Pediatric Cancer,Osteoporosis,3
National Health and Medical Research Council,Pediatric Cancer,Pain Conditions - Chronic,1
National Health and Medical Research Council,Pediatric Cancer,Pain Research,3
National Health and Medical Research Council,Pediatric Cancer,Patient Safety,2
National Health and Medical Research Council,Pediatric Cancer,Pediatric,51
National Health and Medical Research Council,Pediatric Cancer,Pediatric Cancer,22
National Health and Medical Research Council,Pediatric Cancer,Pediatric Research Initiative,12
National Health and Medical Research Council,Pediatric Cancer,Perinatal Period - Conditions Originating in Perinatal Period,2
National Health and Medical Research Council,Pediatric Cancer,Post-Traumatic Stress Disorder (PTSD),2
National Health and Medical Research Council,Pediatric Cancer,Prevention,12
National Health and Medical Research Council,Pediatric Cancer,Rare Diseases,115
National Health and Medical Research Council,Pediatric Cancer,Regenerative Medicine,5
National Health and Medical Research Council,Pediatric Cancer,Rural Health,1
National Health and Medical Research Council,Pediatric Cancer,Schizophrenia,1
National Health and Medical Research Council,Pediatric Cancer,Serious Mental Illness,2
National Health and Medical Research Council,Pediatric Cancer,Stem Cell Research,46
National Health and Medical Research Council,Pediatric Cancer,Stem Cell Research - Nonembryonic - Human,4
National Health and Medical Research Council,Pediatric Cancer,Stem Cell Research - Nonembryonic - Non-Human,8
National Health and Medical Research Council,Pediatric Cancer,Stem Cell Research - Umbilical Cord Blood/ Placenta - Human,1
National Health and Medical Research Council,Pediatric Cancer,Substance Abuse,1
National Health and Medical Research Council,Pediatric Cancer,Suicide,1
National Health and Medical Research Council,Pediatric Cancer,Tobacco,1
National Health and Medical Research Council,Pediatric Cancer,Transplantation,6
National Health and Medical Research Council,Pediatric Cancer,Urologic Diseases,2
National Health and Medical Research Council,Pediatric Cancer,Vaccine Related,3
National Health and Medical Research Council,Pediatric Research Initiative,Aging,3
National Health and Medical Research Council,Pediatric Research Initiative,"Alcoholism, Alcohol Use and Health",1
National Health and Medical Research Council,Pediatric Research Initiative,Autism,5
National Health and Medical Research Council,Pediatric Research Initiative,Basic Behavioral and Social Science,2
National Health and Medical Research Council,Pediatric Research Initiative,Behavioral and Social Science,1
National Health and Medical Research Council,Pediatric Research Initiative,Bioengineering,4
National Health and Medical Research Council,Pediatric Research Initiative,Biotechnology,2
National Health and Medical Research Council,Pediatric Research Initiative,Brain Disorders,4
National Health and Medical Research Council,Pediatric Research Initiative,Cancer,21
National Health and Medical Research Council,Pediatric Research Initiative,Childhood Leukemia,2
National Health and Medical Research Council,Pediatric Research Initiative,Climate-Related Exposures and Conditions,1
